observer.initials,study_id,observation_id,first_author,doi,title,year,journal,exp_year,country,exp_lat,exp_long,site,basin,collection_lat,collection_long,collection_mon,collection_year,organism,no_spp,life_stage,source,species_name,exp_iv,trt_no,trt_name,row_no_per_study,other_variables_measured,list_all_variables_measured,flow_rate,multiple_stressor,multiple_stressor_combo,trt_replicate,org_no,host_genotyped,no_genotypes,col_rep,time_zero,feeding,heal_time,acclimation,acclimation_time,stressor_duration,stressor_duration_days,observation_delay,heat.control,temp_exposure,temp_variability,temp_data_availability,temp_filename,collection_temp,control_temp,observation_heating_type,observation_temp,thermal_history,lab_stress,dhd_report,heating_rate_record,heating_duration_record,max_heating_duration_record,heating_exposure_type,light_type,tank,light_intensity,par,max_light_intensity,light_cycle,response_variable,sym,sym_method,hemo,sym_method_citation,totalchl,chla,chlc,chl_method,chl_method_citation,totalchlpcell,chlapcell,chlpcell_method_report,sa_method,sa_citation,fvfm,fvfm_name,dark_adapt,fvfm_time,dark_adapt_time,ros,ros_type,ros_method,ros_citation,raw_data,email,note,genus
AU,S0190,OBO4962,Lesser,DOI 10.1007/s00338-004-0392-z,Exposure to solar radiation increases damage to both host tissues and algal symbionts of corals during thermal stress,2004,Coral Reefs,1998,Bahamas,23.46,-76.05,"Horseshoe Reef, Georgetown",Caribbean,44.12232,-82.06224,May,1998,coral,1,adult,L,Montastraea faveolata,"T, L, M",1 temp x 3 light x 6 timepoints = 18,LL_29-32_0800,18,NO,,NR,NO,,1,10,NO,NR,NR,NO,NO,0,YES,0,167,6.96,0,HEAT,INCREASED,NO,YES,S0190_OBO4962_temp.csv,NR,26,DURING,30.72,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,550,NR,550,NR,F,,,,,,,,,,"",,,Aluminum foil method,"Marsh, 1970",0.4,Maximum quantum yield of chlorophyll fluorescence,YES,Midday,NR,"",,,,YES,mpl@cisunix.unh.edu,"Fv/Fm was measured at 5 different times after heat stress has commenced (June 3). Temp data ended at June 8 730am. Text did not specify whoch day the Fv/Fm values are measured on, only specfied the hour. I used temp until June 7 of the specific hour for each observation.",Monta
AU,S0190,OBO4963,Lesser,DOI 10.1007/s00338-004-0392-z,Exposure to solar radiation increases damage to both host tissues and algal symbionts of corals during thermal stress,2004,Coral Reefs,1998,Bahamas,23.46,-76.05,"Horseshoe Reef, Georgetown",Caribbean,44.12232,-82.06224,May,1998,coral,1,adult,L,Montastraea faveolata,"T, L, M",1 temp x 3 light x 6 timepoints = 18,LL_29-32_1200,18,NO,,NR,NO,,1,10,NO,NR,NR,NO,NO,0,YES,0,171,7.125,0,HEAT,INCREASED,NO,YES,S0190_OBO4963_temp.csv,NR,26,DURING,31.1,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,550,NR,550,NR,F,,,,,,,,,,"",,,Aluminum foil method,"Marsh, 1970",0.29,Maximum quantum yield of chlorophyll fluorescence,YES,Midday,NR,"",,,,YES,mpl@cisunix.unh.edu,"Fv/Fm was measured at 5 different times after heat stress has commenced (June 3). Temp data ended at June 8 730am. Text did not specify whoch day the Fv/Fm values are measured on, only specfied the hour. I used temp until June 7 of the specific hour for each observation.",Monta
AU,S0190,OBO4964,Lesser,DOI 10.1007/s00338-004-0392-z,Exposure to solar radiation increases damage to both host tissues and algal symbionts of corals during thermal stress,2004,Coral Reefs,1998,Bahamas,23.46,-76.05,"Horseshoe Reef, Georgetown",Caribbean,44.12232,-82.06224,May,1998,coral,1,adult,L,Montastraea faveolata,"T, L, M",1 temp x 3 light x 6 timepoints = 18,LL_29-32_1600,18,NO,,NR,NO,,1,10,NO,NR,NR,NO,NO,0,YES,0,175,7.29,0,HEAT,INCREASED,NO,YES,S0190_OBO4964_temp.csv,NR,26,DURING,30.91,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,550,NR,550,NR,F,,,,,,,,,,"",,,Aluminum foil method,"Marsh, 1970",0.35,Maximum quantum yield of chlorophyll fluorescence,YES,EVENING,NR,"",,,,YES,mpl@cisunix.unh.edu,"Fv/Fm was measured at 5 different times after heat stress has commenced (June 3). Temp data ended at June 8 730am. Text did not specify whoch day the Fv/Fm values are measured on, only specfied the hour. I used temp until June 7 of the specific hour for each observation.",Monta
AU,S0190,OBO4965,Lesser,DOI 10.1007/s00338-004-0392-z,Exposure to solar radiation increases damage to both host tissues and algal symbionts of corals during thermal stress,2004,Coral Reefs,1998,Bahamas,23.46,-76.05,"Horseshoe Reef, Georgetown",Caribbean,44.12232,-82.06224,May,1998,coral,1,adult,L,Montastraea faveolata,"T, L, M",1 temp x 3 light x 6 timepoints = 18,LL_29-32_2000,18,NO,,NR,NO,,1,10,NO,NR,NR,NO,NO,0,YES,0,179,7.46,0,HEAT,INCREASED,NO,YES,S0190_OBO4965_temp.csv,NR,26,DURING,30.34,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,550,NR,550,NR,F,,,,,,,,,,"",,,Aluminum foil method,"Marsh, 1970",0.35,Maximum quantum yield of chlorophyll fluorescence,YES,Nighttime,NR,"",,,,YES,mpl@cisunix.unh.edu,"Fv/Fm was measured at 5 different times after heat stress has commenced (June 3). Temp data ended at June 8 730am. Text did not specify whoch day the Fv/Fm values are measured on, only specfied the hour. I used temp until June 7 of the specific hour for each observation.",Monta
AU,S0190,OBO4966,Lesser,DOI 10.1007/s00338-004-0392-z,Exposure to solar radiation increases damage to both host tissues and algal symbionts of corals during thermal stress,2004,Coral Reefs,1998,Bahamas,23.46,-76.05,"Horseshoe Reef, Georgetown",Caribbean,44.12232,-82.06224,May,1998,coral,1,adult,L,Montastraea faveolata,"T, L, M",1 temp x 3 light x 6 timepoints = 18,LL_29-32_0000,18,NO,,NR,NO,,1,10,NO,NR,NR,NO,NO,0,YES,0,183,7.625,0,HEAT,INCREASED,NO,YES,S0190_OBO4966_temp.csv,NR,26,DURING,29.56,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,550,NR,550,NR,F,,,,,,,,,,"",,,Aluminum foil method,"Marsh, 1970",0.34,Maximum quantum yield of chlorophyll fluorescence,YES,Predawn,NR,"",,,,YES,mpl@cisunix.unh.edu,"Fv/Fm was measured at 5 different times after heat stress has commenced (June 3). Temp data ended at June 8 730am. Text did not specify whoch day the Fv/Fm values are measured on, only specfied the hour. I used temp until June 7 of the specific hour for each observation.",Monta
AU,S0190,OBO4967,Lesser,DOI 10.1007/s00338-004-0392-z,Exposure to solar radiation increases damage to both host tissues and algal symbionts of corals during thermal stress,2004,Coral Reefs,1998,Bahamas,23.46,-76.05,"Horseshoe Reef, Georgetown",Caribbean,44.12232,-82.06224,May,1998,coral,1,adult,L,Montastraea faveolata,"T, L, M",1 temp x 3 light x 6 timepoints = 18,LL_EndofExp,18,NO,,NR,NO,,1,10,NO,NR,NR,NO,NO,0,YES,0,190.5,7.94,0,HEAT,INCREASED,NO,YES,S0190_OBO4967_temp.csv,NR,26,DURING,31.67,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,550,NR,550,NR,C,,,,,,5.02,2.71,Trichromatic equations,"Jeffrey and Humphrey, 1975","",,,Aluminum foil method,"Marsh, 1970","",,,,NR,"",,,,YES,mpl@cisunix.unh.edu,"Fv/Fm was measured at 5 different times after heat stress has commenced (June 3). Temp data ended at June 8 730am. Text did not specify whoch day the Fv/Fm values are measured on, only specfied the hour. I used temp until June 7 of the specific hour for each observation.",Monta
JM,S0220,OBO3951,Saxby,doi:10.3354/meps248085,Photosynthetic responses of the coral Montipora digitata to cold temperature stress,2003,Marine Ecology Progress Series,NR,Australia,NR,NR,"Heron Island, Great Barrier Reef, Australia",Pacific,-23.26475,151.54412,NR,NR,coral,1,adult,L,Montipora digitata,T,4 temperature treatments x 1 time point,23° C (ambient),4,NO,,NR,NO,,1,3,NO,NR,NR,NO,NO,0,YES,7,18,0.75,72,CONTROL,CONSTANT,NO,YES, S0220_OBO3951_temp.csv,NR,23,BEFORE,23,COMMON,YES,,,R,R,ACUTE,NATURAL,NR,NR,NR,NR,~8,SCF,3.51,Hemocytometry,8,THIS PAPER,,3.55,2.65,SPECTROPHOTOMETRIC EQUATIONS,THIS PAPER; JEFFREY & HUMPHREY (1975),"",1.08,R,WAX METHOD,THIS PAPER,0.6,Photosynthetic efficiency,YES,NIGHTTIME,30,"",,,,YES,tracey_saxby@yahoo.com,COOLING TREATMENT,Monti
AU,S0274,OBO4469,Higuchi,DOI: 10.1038/srep18467,The northern limit of corals of the genus Acropora in temperate zones is determined by their resilience to cold bleaching,2015,Scientific Reports,2013,Japan,NR,NR,"Shirahama, Wakayama Prefecture, Japan",Pacific,33.405999,135.205999,NR,2013,coral,3,adult,L,Acropora pruinosa,"T, Species",3 temp x 3 species - (2 species x 1 temp) = 7; See Note,A_Pruinosa_23,7,YES,"T, L",NR,NO,,1,3,NO,3,NO,NO,NO,0,YES,14,360,15,0,HEAT,INCREASED,NO,NO,S0274_OBO4469_temp.csv,NR,18,DURING,23,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,50,NR,100,12,SFR,0.98,hemocytometry,NR,NR,,,,,,"",,,NR,NR,"",Maximum quantum efficienct of photosystem II,YES,NR,30,2.99 U mg^-1; 2.15 U mg^-1; 29.5 U mg^-1,"SOD host, SOD zoox, CAT host",SOD: spectrophotometrically; CAT:  depletion of H2O2 at 240nm,"Elstner & Heupe, 1976; ?yanagui, 1984; Beers & Sizer, 1952",YES,thiguchi@aori.u-tokyo.ac.jp & agostini_ sylvain@shimoda.tsukuba.ac.jp,"Both A. hyacinthus and A. solitaryensis were dead within 5 days at 13 °C. So for the 13°C temp treatment , there is only one species. Depth NR. Mocked temp using Figure S2 and descriptoin in Methods.",Acrop
AU,S0274,OBO4470,Higuchi,DOI: 10.1038/srep18467,The northern limit of corals of the genus Acropora in temperate zones is determined by their resilience to cold bleaching,2015,Scientific Reports,2013,Japan,NR,NR,"Shirahama, Wakayama Prefecture, Japan",Pacific,33.405999,135.205999,NR,2013,coral,3,adult,L,Acropora pruinosa,"T, Species",3 temp x 3 species - (2 species x 1 temp) = 7; See Note,A_Pruinosa_18,7,YES,"T, L",NR,NO,,1,3,NO,3,NO,NO,NO,0,YES,14,0,0,0,CONTROL,CONSTANT,NO,NO,S0274_OBO4470_temp.csv,NR,18,BEFORE,18,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,50,NR,100,12,SFR,0.8,hemocytometry,NR,NR,,,,,,"",,,NR,NR,"",Maximum quantum efficienct of photosystem II,YES,NR,30,3.07 U mg^-1; 1.64 U mg^-1; 29.4 U mg^-1,"SOD host, SOD zoox, CAT host",SOD: spectrophotometrically; CAT:  depletion of H2O2 at 240nm,"Elstner & Heupe, 1976; ?yanagui, 1984; Beers & Sizer, 1952",YES,thiguchi@aori.u-tokyo.ac.jp & agostini_ sylvain@shimoda.tsukuba.ac.jp,"Both A. hyacinthus and A. solitaryensis were dead within 5 days at 13 °C. So for the 13°C temp treatment , there is only one species. Depth NR. Mocked temp using Figure S2 and descriptoin in Methods.",Acrop
AU,S0274,OBO4472,Higuchi,DOI: 10.1038/srep18467,The northern limit of corals of the genus Acropora in temperate zones is determined by their resilience to cold bleaching,2015,Scientific Reports,2013,Japan,NR,NR,"Shirahama, Wakayama Prefecture, Japan",Pacific,33.405999,135.205999,NR,2013,coral,3,adult,L,Acropora hyacinthus,"T, Species",3 temp x 3 species - (2 species x 1 temp) = 7; See Note,A_hyacinthus_23,7,YES,"T, L",NR,NO,,1,3,NO,3,NO,NO,NO,0,YES,14,360,15,0,HEAT,INCREASED,NO,NO,S0274_OBO4472_temp.csv,NR,18,DURING,23,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,50,NR,100,12,SFR,0.55,hemocytometry,NR,NR,,,,,,"",,,NR,NR,"",Maximum quantum efficienct of photosystem II,YES,NR,30,4.56 U mg^-1; 4.89 U mg^-1; 17.2 U mg^-1,"SOD host, SOD zoox, CAT host",SOD: spectrophotometrically; CAT:  depletion of H2O2 at 240nm,"Elstner & Heupe, 1976; ?yanagui, 1984; Beers & Sizer, 1952",YES,thiguchi@aori.u-tokyo.ac.jp & agostini_ sylvain@shimoda.tsukuba.ac.jp,"Both A. hyacinthus and A. solitaryensis were dead within 5 days at 13 °C. So for the 13°C temp treatment , there is only one species. Depth NR. Mocked temp using Figure S2 and descriptoin in Methods.",Acrop
AU,S0274,OBO4473,Higuchi,DOI: 10.1038/srep18467,The northern limit of corals of the genus Acropora in temperate zones is determined by their resilience to cold bleaching,2015,Scientific Reports,2013,Japan,NR,NR,"Shirahama, Wakayama Prefecture, Japan",Pacific,33.405999,135.205999,NR,2013,coral,3,adult,L,Acropora hyacinthus,"T, Species",3 temp x 3 species - (2 species x 1 temp) = 7; See Note,A_hyacinthus_18,7,YES,"T, L",NR,NO,,1,3,NO,3,NO,NO,NO,0,YES,14,0,0,0,CONTROL,CONSTANT,NO,NO,S0274_OBO4473_temp.csv,NR,18,BEFORE,18,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,50,NR,100,12,SFR,0.35,hemocytometry,NR,NR,,,,,,"",,,NR,NR,"",Maximum quantum efficienct of photosystem II,YES,NR,30,4.86 U mg^-1; 4.18 U mg^-1; 20.1 U mg^-1,"SOD host, SOD zoox, CAT host",SOD: spectrophotometrically; CAT:  depletion of H2O2 at 240nm,"Elstner & Heupe, 1976; ?yanagui, 1984; Beers & Sizer, 1952",YES,thiguchi@aori.u-tokyo.ac.jp & agostini_ sylvain@shimoda.tsukuba.ac.jp,"Both A. hyacinthus and A. solitaryensis were dead within 5 days at 13 °C. So for the 13°C temp treatment , there is only one species. Depth NR. Mocked temp using Figure S2 and descriptoin in Methods.",Acrop
AU,S0274,OBO4474,Higuchi,DOI: 10.1038/srep18467,The northern limit of corals of the genus Acropora in temperate zones is determined by their resilience to cold bleaching,2015,Scientific Reports,2013,Japan,NR,NR,"Shirahama, Wakayama Prefecture, Japan",Pacific,33.405999,135.205999,NR,2013,coral,3,adult,L,Acropora solitaryensis,"T, Species",3 temp x 3 species - (2 species x 1 temp) = 7; See Note,A_solitaryensis_23,7,YES,"T, L",NR,NO,,1,3,NO,3,NO,NO,NO,0,YES,14,360,15,0,HEAT,INCREASED,NO,NO,S0274_OBO4474_temp.csv,NR,18,DURING,23,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,50,NR,100,12,SFR,0.8,hemocytometry,NR,NR,,,,,,"",,,NR,NR,"",Maximum quantum efficienct of photosystem II,YES,NR,30,6.03 U mg^-1; 4.89 U mg^-1; 11.9 U mg^-1,"SOD host, SOD zoox, CAT host",SOD: spectrophotometrically; CAT:  depletion of H2O2 at 240nm,"Elstner & Heupe, 1976; ?yanagui, 1984; Beers & Sizer, 1952",YES,thiguchi@aori.u-tokyo.ac.jp & agostini_ sylvain@shimoda.tsukuba.ac.jp,"Both A. hyacinthus and A. solitaryensis were dead within 5 days at 13 °C. So for the 13°C temp treatment , there is only one species. Depth NR. Mocked temp using Figure S2 and descriptoin in Methods.",Acrop
AU,S0274,OBO4475,Higuchi,DOI: 10.1038/srep18467,The northern limit of corals of the genus Acropora in temperate zones is determined by their resilience to cold bleaching,2015,Scientific Reports,2013,Japan,NR,NR,"Shirahama, Wakayama Prefecture, Japan",Pacific,33.405999,135.205999,NR,2013,coral,3,adult,L,Acropora solitaryensis,"T, Species",3 temp x 3 species - (2 species x 1 temp) = 7; See Note,A_solitaryensis_18,7,YES,"T, L",NR,NO,,1,3,NO,3,NO,NO,NO,0,YES,14,0,0,0,CONTROL,CONSTANT,NO,NO,S0274_OBO4475_temp.csv,NR,18,BEFORE,18,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,50,NR,100,12,SFR,0.99,hemocytometry,NR,NR,,,,,,"",,,NR,NR,"",Maximum quantum efficienct of photosystem II,YES,NR,30,4.45 U mg^-1; 3.14 U mg^-1; 12.3 U mg^-1,"SOD host, SOD zoox, CAT host",SOD: spectrophotometrically; CAT:  depletion of H2O2 at 240nm,"Elstner & Heupe, 1976; ?yanagui, 1984; Beers & Sizer, 1952",YES,thiguchi@aori.u-tokyo.ac.jp & agostini_ sylvain@shimoda.tsukuba.ac.jp,"Both A. hyacinthus and A. solitaryensis were dead within 5 days at 13 °C. So for the 13°C temp treatment , there is only one species. Depth NR. Mocked temp using Figure S2 and descriptoin in Methods.",Acrop
AU,S0277,OBO3873,Hawkins,doi.org/10.1007/s00338-015-1345-4,Antioxidant responses to heat and light stress differ with habitat in a common reef coral,2015,Coral Reefs,2012,Australia,-23.443,151.915,"Harry’s Bommie, Heron Island, Great Barrier Reef",Pacific,-23.26043,151.54053,February,2012,coral,1,adult,L,Stylophora pistillata,"Depth, T, L, M",2 depths x 2 temp x 2 light x 4 timepoints = 32,D_28_LL_Day0,32,NO,"T, L",1,NO,,1,4,NO,8,NO,YES,NO,0,YES,8,0,0,0,CONTROL,VARIABLE,NO,YES,S0277_OBO3873_temp.csv,NR,27.92,DURING,29.053,DIFFERENT,NO,C,C,C,C,,NATURAL,OUTDOOR,100,NR,NR,NR,SCFR,1.617595,Hemocytometry,>= 6,NR,,,,"N,N-dimethylformamide extraction and the extinction coefficients",Porra et al. 1989,"",4.84,R,Single wax dipping method,"Veal et al., 2010",0.68,Maximum quantum yields,NO,nighttime,0,"40.59 mg^-1, 99.65 mg^-1, 219.71 cell^-1, 0.88 cell^-1, 94.29 cell^-1","SOD host, CAT host, SOD zoox, APX zoox, CAT zoox","modified Bradford assay, SOD: riboflavin/nitroblue tetrazolium assay in a microtiter plate format","Ernst and Zor 2010,  Beauchamp and Fridovich 1971, Nakano and Asada 1981, Krueger et al. 2014",YES,simon.davy@vuw.ac.nz,Depth: Shallow = 5–8 m Deep =  15–18 m ; Shade cloth was used to alter light,Stylo
AU,S0277,OBO3874,Hawkins,doi.org/10.1007/s00338-015-1345-4,Antioxidant responses to heat and light stress differ with habitat in a common reef coral,2015,Coral Reefs,2012,Australia,-23.443,151.915,"Harry’s Bommie, Heron Island, Great Barrier Reef",Pacific,-23.26043,151.54053,February,2012,coral,1,adult,L,Stylophora pistillata,"Depth, T, L, M",2 depths x 2 temp x 2 light x 4 timepoints = 32,D_28_LL_Day3,32,NO,"T, L",1,NO,,1,4,NO,8,NO,YES,NO,0,YES,8,0,0,0,CONTROL,VARIABLE,NO,YES,S0277_OBO3874_temp.csv,NR,27.92,DURING,29.352,DIFFERENT,NO,C,C,C,C,,NATURAL,OUTDOOR,100,NR,NR,NR,SCFR,1.121043,Hemocytometry,>= 6,NR,,,,"N,N-dimethylformamide extraction and the extinction coefficients",Porra et al. 1989,"",5.5,R,Single wax dipping method,"Veal et al., 2010",0.69,Maximum quantum yields,NO,nighttime,0,"38.2 mg^-1, 128.62 mg^-1, 498.94 cell^-1, 0.85 cell^-1, 170.28 cell^-1","SOD host, CAT host, SOD zoox, APX zoox, CAT zoox","modified Bradford assay, SOD: riboflavin/nitroblue tetrazolium assay in a microtiter plate format","Ernst and Zor 2010,  Beauchamp and Fridovich 1971, Nakano and Asada 1981, Krueger et al. 2015",YES,simon.davy@vuw.ac.nz,Depth: Shallow = 5–8 m Deep =  15–18 m ; Shade cloth was used to alter light,Stylo
AU,S0277,OBO3875,Hawkins,doi.org/10.1007/s00338-015-1345-4,Antioxidant responses to heat and light stress differ with habitat in a common reef coral,2015,Coral Reefs,2012,Australia,-23.443,151.915,"Harry’s Bommie, Heron Island, Great Barrier Reef",Pacific,-23.26043,151.54053,February,2012,coral,1,adult,L,Stylophora pistillata,"Depth, T, L, M",2 depths x 2 temp x 2 light x 4 timepoints = 32,D_28_LL_Day5,32,NO,"T, L",1,NO,,1,4,NO,8,NO,YES,NO,0,YES,8,0,0,0,CONTROL,VARIABLE,NO,YES,S0277_OBO3875_temp.csv,NR,27.92,DURING,27.37,DIFFERENT,NO,C,C,C,C,,NATURAL,OUTDOOR,100,NR,NR,NR,SCFR,1.418421,Hemocytometry,>= 6,NR,,,,"N,N-dimethylformamide extraction and the extinction coefficients",Porra et al. 1989,"",5.71,R,Single wax dipping method,"Veal et al., 2010",0.69,Maximum quantum yields,NO,nighttime,0,"33.17 mg^-1, 148.99 mg^-1, 498.94 cell^-1, 0.89 cell^-1, 138.36 cell^-1","SOD host, CAT host, SOD zoox, APX zoox, CAT zoox","modified Bradford assay, SOD: riboflavin/nitroblue tetrazolium assay in a microtiter plate format","Ernst and Zor 2010,  Beauchamp and Fridovich 1971, Nakano and Asada 1981, Krueger et al. 2016",YES,simon.davy@vuw.ac.nz,Depth: Shallow = 5–8 m Deep =  15–18 m ; Shade cloth was used to alter light,Stylo
AU,S0277,OBO3876,Hawkins,doi.org/10.1007/s00338-015-1345-4,Antioxidant responses to heat and light stress differ with habitat in a common reef coral,2015,Coral Reefs,2012,Australia,-23.443,151.915,"Harry’s Bommie, Heron Island, Great Barrier Reef",Pacific,-23.26043,151.54053,February,2012,coral,1,adult,L,Stylophora pistillata,"Depth, T, L, M",2 depths x 2 temp x 2 light x 4 timepoints = 32,D_28_LL_Day7,32,NO,"T, L",1,NO,,1,4,NO,8,NO,YES,NO,0,YES,8,0,0,0,CONTROL,VARIABLE,NO,YES,S0277_OBO3876_temp.csv,NR,27.92,DURING,27.764,DIFFERENT,NO,C,C,C,C,,NATURAL,OUTDOOR,100,NR,NR,NR,SCR,1.322528,Hemocytometry,>= 6,NR,,,,"N,N-dimethylformamide extraction and the extinction coefficients",Porra et al. 1989,"",4.66,R,Single wax dipping method,"Veal et al., 2010","",Maximum quantum yields,NO,nighttime,0,"39.3 mg^-1, 138.48 mg^-1, 376.07 cell^-1, 0.64 cell^-1, 174.22 cell^-1","SOD host, CAT host, SOD zoox, APX zoox, CAT zoox","modified Bradford assay, SOD: riboflavin/nitroblue tetrazolium assay in a microtiter plate format","Ernst and Zor 2010,  Beauchamp and Fridovich 1971, Nakano and Asada 1981, Krueger et al. 2017",YES,simon.davy@vuw.ac.nz,Depth: Shallow = 5–8 m Deep =  15–18 m ; Shade cloth was used to alter light,Stylo
AU,S0277,OBO3877,Hawkins,doi.org/10.1007/s00338-015-1345-4,Antioxidant responses to heat and light stress differ with habitat in a common reef coral,2015,Coral Reefs,2012,Australia,-23.443,151.915,"Harry’s Bommie, Heron Island, Great Barrier Reef",Pacific,-23.26043,151.54053,February,2012,coral,1,adult,L,Stylophora pistillata,"Depth, T, L, M",2 depths x 2 temp x 2 light x 4 timepoints = 32,D_28_HL_Day0,32,NO,"T, L",1,NO,,1,4,NO,8,NO,YES,NO,0,YES,8,0,0,0,CONTROL,VARIABLE,NO,YES,S0277_OBO3877_temp.csv,NR,27.92,BEFORE,29.053,DIFFERENT,NO,C,C,C,C,,NATURAL,OUTDOOR,400-500,NR,NR,NR,SCFR,0.998571,Hemocytometry,>= 6,NR,,,,"N,N-dimethylformamide extraction and the extinction coefficients",Porra et al. 1989,"",3.61,R,Single wax dipping method,"Veal et al., 2010",0.58,Maximum quantum yields,NO,nighttime,0,"37.76 mg^-1, 113.89 mg^-1, 310.08 cell^-1, 0.9 cell^-1, 127.96 cell^-1","SOD host, CAT host, SOD zoox, APX zoox, CAT zoox","modified Bradford assay, SOD: riboflavin/nitroblue tetrazolium assay in a microtiter plate format","Ernst and Zor 2010,  Beauchamp and Fridovich 1971, Nakano and Asada 1981, Krueger et al. 2018",YES,simon.davy@vuw.ac.nz,Depth: Shallow = 5–8 m Deep =  15–18 m ; Shade cloth was used to alter light,Stylo
AU,S0277,OBO3878,Hawkins,doi.org/10.1007/s00338-015-1345-4,Antioxidant responses to heat and light stress differ with habitat in a common reef coral,2015,Coral Reefs,2012,Australia,-23.443,151.915,"Harry’s Bommie, Heron Island, Great Barrier Reef",Pacific,-23.26043,151.54053,February,2012,coral,1,adult,L,Stylophora pistillata,"Depth, T, L, M",2 depths x 2 temp x 2 light x 4 timepoints = 32,D_28_HL_Day3,32,NO,"T, L",1,NO,,1,4,NO,8,NO,YES,NO,0,YES,8,72,3,0,CONTROL,VARIABLE,NO,YES,S0277_OBO3878_temp.csv,NR,27.92,DURING,29.352,DIFFERENT,NO,C,C,C,C,,NATURAL,OUTDOOR,400-500,NR,NR,NR,SCFR,0.871098,Hemocytometry,>= 6,NR,,,,"N,N-dimethylformamide extraction and the extinction coefficients",Porra et al. 1989,"",4.05,R,Single wax dipping method,"Veal et al., 2010",0.54,Maximum quantum yields,NO,nighttime,0,"47.18 mg^-1, 104.01 mg^-1, 507.36 cell^-1, 1.43 cell^-1, 148.77 cell^-1","SOD host, CAT host, SOD zoox, APX zoox, CAT zoox","modified Bradford assay, SOD: riboflavin/nitroblue tetrazolium assay in a microtiter plate format","Ernst and Zor 2010,  Beauchamp and Fridovich 1971, Nakano and Asada 1981, Krueger et al. 2019",YES,simon.davy@vuw.ac.nz,Depth: Shallow = 5–8 m Deep =  15–18 m ; Shade cloth was used to alter light,Stylo
AU,S0277,OBO3879,Hawkins,doi.org/10.1007/s00338-015-1345-4,Antioxidant responses to heat and light stress differ with habitat in a common reef coral,2015,Coral Reefs,2012,Australia,-23.443,151.915,"Harry’s Bommie, Heron Island, Great Barrier Reef",Pacific,-23.26043,151.54053,February,2012,coral,1,adult,L,Stylophora pistillata,"Depth, T, L, M",2 depths x 2 temp x 2 light x 4 timepoints = 32,D_28_HL_Day5,32,NO,"T, L",1,NO,,1,4,NO,8,NO,YES,NO,0,YES,8,120,5,0,CONTROL,VARIABLE,NO,YES,S0277_OBO3879_temp.csv,NR,27.92,DURING,27.37,DIFFERENT,NO,C,C,C,C,,NATURAL,OUTDOOR,400-500,NR,NR,NR,SCFR,0.831465,Hemocytometry,>= 6,NR,,,,"N,N-dimethylformamide extraction and the extinction coefficients",Porra et al. 1989,"",4.93,R,Single wax dipping method,"Veal et al., 2010",0.5,Maximum quantum yields,NO,nighttime,0,"34.07 mg^-1, 106.33 mg^-1, 524.22 cell^-1, 1.33 cell^-1, 163.46 cell^-1","SOD host, CAT host, SOD zoox, APX zoox, CAT zoox","modified Bradford assay, SOD: riboflavin/nitroblue tetrazolium assay in a microtiter plate format","Ernst and Zor 2010,  Beauchamp and Fridovich 1971, Nakano and Asada 1981, Krueger et al. 2020",YES,simon.davy@vuw.ac.nz,Depth: Shallow = 5–8 m Deep =  15–18 m ; Shade cloth was used to alter light,Stylo
